session_id,customer_id,session_start,device,traffic_source
61,754,2023-06-03 12:00:00,Mobile,Google Ads
62,34,2023-06-03 13:00:00,Desktop,Referral
63,36,2023-06-03 14:00:00,Mobile,Referral
64,1416,2023-06-03 15:00:00,Mobile,Email
65,937,2023-06-03 16:00:00,Desktop,Referral
66,854,2023-06-03 17:00:00,Mobile,Referral
67,418,2023-06-03 18:00:00,Mobile,Google Ads
68,1052,2023-06-03 19:00:00,Mobile,Meta Ads
69,737,2023-06-03 20:00:00,Mobile,Email
70,387,2023-06-03 21:00:00,Desktop,Meta Ads
71,523,2023-06-03 22:00:00,Mobile,Referral
72,903,2023-06-03 23:00:00,Mobile,Email
73,802,2023-06-04 00:00:00,Mobile,Email
74,824,2023-06-04 01:00:00,Desktop,Meta Ads
75,172,2023-06-04 02:00:00,Mobile,Organic
76,1016,2023-06-04 03:00:00,Mobile,Referral
77,1364,2023-06-04 04:00:00,Mobile,Organic
78,559,2023-06-04 05:00:00,Mobile,Google Ads
79,568,2023-06-04 06:00:00,Mobile,Meta Ads
80,214,2023-06-04 07:00:00,Mobile,Organic
81,445,2023-06-04 08:00:00,Desktop,Google Ads
82,216,2023-06-04 09:00:00,Mobile,Google Ads
83,969,2023-06-04 10:00:00,Desktop,Email
84,579,2023-06-04 11:00:00,Desktop,Email
85,587,2023-06-04 12:00:00,Desktop,Organic
86,1481,2023-06-04 13:00:00,Mobile,Google Ads
87,416,2023-06-04 14:00:00,Desktop,Referral
88,337,2023-06-04 15:00:00,Mobile,Email
89,928,2023-06-04 16:00:00,Mobile,Email
90,1298,2023-06-04 17:00:00,Desktop,Referral
91,856,2023-06-04 18:00:00,Mobile,Meta Ads
92,110,2023-06-04 19:00:00,Desktop,Organic
93,1367,2023-06-04 20:00:00,Desktop,Email
94,35,2023-06-04 21:00:00,Mobile,Organic
95,967,2023-06-04 22:00:00,Desktop,Google Ads
96,947,2023-06-04 23:00:00,Desktop,Google Ads
97,779,2023-06-05 00:00:00,Desktop,Organic
98,1276,2023-06-05 01:00:00,Desktop,Email
99,128,2023-06-05 02:00:00,Mobile,Referral
100,1283,2023-06-05 03:00:00,Desktop,Google Ads
101,186,2023-06-05 04:00:00,Mobile,Referral
102,1484,2023-06-05 05:00:00,Mobile,Meta Ads
103,1150,2023-06-05 06:00:00,Mobile,Referral
104,1066,2023-06-05 07:00:00,Mobile,Organic
105,337,2023-06-05 08:00:00,Tablet,Email
106,1100,2023-06-05 09:00:00,Mobile,Google Ads
107,1243,2023-06-05 10:00:00,Mobile,Email
108,652,2023-06-05 11:00:00,Mobile,Email
109,862,2023-06-05 12:00:00,Mobile,Google Ads
110,743,2023-06-05 13:00:00,Mobile,Email
111,792,2023-06-05 14:00:00,Desktop,Google Ads
112,818,2023-06-05 15:00:00,Mobile,Email
113,1195,2023-06-05 16:00:00,Mobile,Meta Ads
114,970,2023-06-05 17:00:00,Tablet,Organic
115,1195,2023-06-05 18:00:00,Mobile,Google Ads
116,95,2023-06-05 19:00:00,Desktop,Google Ads
117,969,2023-06-05 20:00:00,Desktop,Referral
118,661,2023-06-05 21:00:00,Mobile,Organic
119,685,2023-06-05 22:00:00,Mobile,Google Ads
120,1031,2023-06-05 23:00:00,Mobile,Referral
121,1170,2023-06-06 00:00:00,Desktop,Meta Ads
122,449,2023-06-06 01:00:00,Mobile,Organic
123,658,2023-06-06 02:00:00,Desktop,Referral
124,1280,2023-06-06 03:00:00,Tablet,Organic
125,1192,2023-06-06 04:00:00,Mobile,Meta Ads
126,101,2023-06-06 05:00:00,Desktop,Google Ads
127,670,2023-06-06 06:00:00,Mobile,Meta Ads
128,752,2023-06-06 07:00:00,Desktop,Google Ads
129,1316,2023-06-06 08:00:00,Mobile,Referral
130,690,2023-06-06 09:00:00,Desktop,Google Ads
131,889,2023-06-06 10:00:00,Desktop,Referral
132,186,2023-06-06 11:00:00,Mobile,Referral
133,350,2023-06-06 12:00:00,Mobile,Meta Ads
134,69,2023-06-06 13:00:00,Tablet,Email
135,1169,2023-06-06 14:00:00,Mobile,Google Ads
136,687,2023-06-06 15:00:00,Mobile,Organic
137,934,2023-06-06 16:00:00,Desktop,Organic
138,385,2023-06-06 17:00:00,Mobile,Organic
139,550,2023-06-06 18:00:00,Mobile,Email
140,1265,2023-06-06 19:00:00,Mobile,Organic
141,607,2023-06-06 20:00:00,Desktop,Google Ads
142,127,2023-06-06 21:00:00,Desktop,Referral
143,120,2023-06-06 22:00:00,Mobile,Meta Ads
144,582,2023-06-06 23:00:00,Mobile,Organic
145,1031,2023-06-07 00:00:00,Mobile,Organic
146,867,2023-06-07 01:00:00,Mobile,Referral
147,765,2023-06-07 02:00:00,Desktop,Email
148,211,2023-06-07 03:00:00,Desktop,Organic
149,290,2023-06-07 04:00:00,Mobile,Organic
150,485,2023-06-07 05:00:00,Mobile,Organic
151,138,2023-06-07 06:00:00,Desktop,Email
152,802,2023-06-07 07:00:00,Mobile,Meta Ads
153,739,2023-06-07 08:00:00,Mobile,Meta Ads
154,460,2023-06-07 09:00:00,Desktop,Referral
155,1487,2023-06-07 10:00:00,Desktop,Meta Ads
156,67,2023-06-07 11:00:00,Desktop,Referral
157,264,2023-06-07 12:00:00,Desktop,Email
158,1323,2023-06-07 13:00:00,Mobile,Google Ads
159,139,2023-06-07 14:00:00,Desktop,Referral
160,1311,2023-06-07 15:00:00,Desktop,Meta Ads
161,743,2023-06-07 16:00:00,Mobile,Organic
162,1279,2023-06-07 17:00:00,Mobile,Email
163,1457,2023-06-07 18:00:00,Desktop,Referral
164,68,2023-06-07 19:00:00,Desktop,Referral
165,1274,2023-06-07 20:00:00,Mobile,Email
166,1134,2023-06-07 21:00:00,Desktop,Referral
167,137,2023-06-07 22:00:00,Mobile,Meta Ads
168,158,2023-06-07 23:00:00,Desktop,Email
169,1141,2023-06-08 00:00:00,Mobile,Email
170,992,2023-06-08 01:00:00,Desktop,Google Ads
171,797,2023-06-08 02:00:00,Mobile,Organic
172,1198,2023-06-08 03:00:00,Mobile,Referral
173,2,2023-06-08 04:00:00,Mobile,Google Ads
174,372,2023-06-08 05:00:00,Desktop,Google Ads
175,86,2023-06-08 06:00:00,Mobile,Meta Ads
176,388,2023-06-08 07:00:00,Mobile,Organic
177,818,2023-06-08 08:00:00,Mobile,Referral
178,1100,2023-06-08 09:00:00,Desktop,Meta Ads
179,949,2023-06-08 10:00:00,Mobile,Organic
180,102,2023-06-08 11:00:00,Desktop,Email
181,164,2023-06-08 12:00:00,Desktop,Organic
182,631,2023-06-08 13:00:00,Mobile,Organic
183,379,2023-06-08 14:00:00,Mobile,Google Ads
184,791,2023-06-08 15:00:00,Mobile,Organic
185,712,2023-06-08 16:00:00,Mobile,Google Ads
186,405,2023-06-08 17:00:00,Mobile,Google Ads
187,1382,2023-06-08 18:00:00,Desktop,Organic
188,939,2023-06-08 19:00:00,Tablet,Meta Ads
189,426,2023-06-08 20:00:00,Desktop,Organic
190,1395,2023-06-08 21:00:00,Mobile,Email
191,732,2023-06-08 22:00:00,Desktop,Google Ads
192,1083,2023-06-08 23:00:00,Mobile,Meta Ads
193,230,2023-06-09 00:00:00,Desktop,Google Ads
194,1251,2023-06-09 01:00:00,Mobile,Referral
195,230,2023-06-09 02:00:00,Mobile,Email
196,480,2023-06-09 03:00:00,Mobile,Meta Ads
197,801,2023-06-09 04:00:00,Mobile,Google Ads
198,381,2023-06-09 05:00:00,Desktop,Google Ads
199,103,2023-06-09 06:00:00,Mobile,Email
200,1399,2023-06-09 07:00:00,Tablet,Organic
201,577,2023-06-09 08:00:00,Desktop,Organic
202,1039,2023-06-09 09:00:00,Mobile,Email
203,350,2023-06-09 10:00:00,Desktop,Meta Ads
204,754,2023-06-09 11:00:00,Tablet,Email
205,240,2023-06-09 12:00:00,Desktop,Email
206,1191,2023-06-09 13:00:00,Mobile,Referral
207,1339,2023-06-09 14:00:00,Mobile,Google Ads
208,91,2023-06-09 15:00:00,Mobile,Meta Ads
209,1354,2023-06-09 16:00:00,Mobile,Email
210,377,2023-06-09 17:00:00,Desktop,Referral
211,540,2023-06-09 18:00:00,Mobile,Referral
212,785,2023-06-09 19:00:00,Mobile,Email
213,449,2023-06-09 20:00:00,Desktop,Google Ads
214,1381,2023-06-09 21:00:00,Desktop,Organic
215,1076,2023-06-09 22:00:00,Mobile,Meta Ads
216,278,2023-06-09 23:00:00,Mobile,Google Ads
217,249,2023-06-10 00:00:00,Desktop,Organic
218,829,2023-06-10 01:00:00,Mobile,Email
219,581,2023-06-10 02:00:00,Mobile,Email
220,1319,2023-06-10 03:00:00,Desktop,Meta Ads
221,566,2023-06-10 04:00:00,Mobile,Referral
222,64,2023-06-10 05:00:00,Desktop,Email
223,853,2023-06-10 06:00:00,Mobile,Organic
224,917,2023-06-10 07:00:00,Mobile,Google Ads
225,255,2023-06-10 08:00:00,Mobile,Email
226,372,2023-06-10 09:00:00,Desktop,Google Ads
227,945,2023-06-10 10:00:00,Desktop,Referral
228,457,2023-06-10 11:00:00,Mobile,Referral
229,352,2023-06-10 12:00:00,Mobile,Meta Ads
230,1055,2023-06-10 13:00:00,Mobile,Meta Ads
231,1411,2023-06-10 14:00:00,Mobile,Meta Ads
232,1139,2023-06-10 15:00:00,Mobile,Email
233,1428,2023-06-10 16:00:00,Mobile,Meta Ads
234,725,2023-06-10 17:00:00,Mobile,Meta Ads
235,1446,2023-06-10 18:00:00,Mobile,Meta Ads
236,311,2023-06-10 19:00:00,Mobile,Organic
237,180,2023-06-10 20:00:00,Mobile,Email
238,345,2023-06-10 21:00:00,Desktop,Organic
239,1139,2023-06-10 22:00:00,Desktop,Google Ads
240,819,2023-06-10 23:00:00,Mobile,Meta Ads
241,775,2023-06-11 00:00:00,Mobile,Referral
242,1271,2023-06-11 01:00:00,Mobile,Meta Ads
243,747,2023-06-11 02:00:00,Mobile,Referral
244,671,2023-06-11 03:00:00,Mobile,Google Ads
245,413,2023-06-11 04:00:00,Mobile,Referral
246,240,2023-06-11 05:00:00,Desktop,Google Ads
247,1386,2023-06-11 06:00:00,Mobile,Email
248,651,2023-06-11 07:00:00,Mobile,Google Ads
249,1150,2023-06-11 08:00:00,Mobile,Email
250,1006,2023-06-11 09:00:00,Mobile,Google Ads
251,217,2023-06-11 10:00:00,Mobile,Referral
252,295,2023-06-11 11:00:00,Mobile,Meta Ads
253,731,2023-06-11 12:00:00,Mobile,Referral
254,147,2023-06-11 13:00:00,Mobile,Organic
255,22,2023-06-11 14:00:00,Desktop,Meta Ads
256,1129,2023-06-11 15:00:00,Mobile,Meta Ads
257,859,2023-06-11 16:00:00,Desktop,Referral
258,190,2023-06-11 17:00:00,Desktop,Email
259,656,2023-06-11 18:00:00,Mobile,Email
260,155,2023-06-11 19:00:00,Mobile,Email
261,575,2023-06-11 20:00:00,Mobile,Referral
262,1133,2023-06-11 21:00:00,Mobile,Referral
263,547,2023-06-11 22:00:00,Mobile,Referral
264,930,2023-06-11 23:00:00,Mobile,Organic
265,1113,2023-06-12 00:00:00,Mobile,Organic
266,237,2023-06-12 01:00:00,Mobile,Google Ads
267,582,2023-06-12 02:00:00,Desktop,Email
268,815,2023-06-12 03:00:00,Mobile,Google Ads
269,1424,2023-06-12 04:00:00,Desktop,Email
270,232,2023-06-12 05:00:00,Desktop,Email
271,1323,2023-06-12 06:00:00,Desktop,Email
272,1124,2023-06-12 07:00:00,Mobile,Email
273,1460,2023-06-12 08:00:00,Mobile,Google Ads
274,1116,2023-06-12 09:00:00,Mobile,Organic
275,1103,2023-06-12 10:00:00,Mobile,Meta Ads
276,618,2023-06-12 11:00:00,Mobile,Organic
277,572,2023-06-12 12:00:00,Mobile,Organic
278,839,2023-06-12 13:00:00,Mobile,Referral
279,146,2023-06-12 14:00:00,Mobile,Email
280,368,2023-06-12 15:00:00,Mobile,Meta Ads
281,511,2023-06-12 16:00:00,Mobile,Email
282,1277,2023-06-12 17:00:00,Mobile,Organic
283,1121,2023-06-12 18:00:00,Mobile,Referral
284,1099,2023-06-12 19:00:00,Tablet,Google Ads
285,115,2023-06-12 20:00:00,Desktop,Email
286,745,2023-06-12 21:00:00,Mobile,Meta Ads
287,554,2023-06-12 22:00:00,Mobile,Email
288,1482,2023-06-12 23:00:00,Desktop,Organic
289,804,2023-06-13 00:00:00,Mobile,Referral
290,650,2023-06-13 01:00:00,Mobile,Google Ads
291,602,2023-06-13 02:00:00,Mobile,Email
292,455,2023-06-13 03:00:00,Desktop,Google Ads
293,140,2023-06-13 04:00:00,Mobile,Email
294,458,2023-06-13 05:00:00,Mobile,Referral
295,272,2023-06-13 06:00:00,Mobile,Google Ads
296,141,2023-06-13 07:00:00,Mobile,Google Ads
297,169,2023-06-13 08:00:00,Desktop,Meta Ads
298,668,2023-06-13 09:00:00,Desktop,Meta Ads
299,263,2023-06-13 10:00:00,Mobile,Google Ads
300,981,2023-06-13 11:00:00,Desktop,Organic
301,620,2023-06-13 12:00:00,Desktop,Meta Ads
302,160,2023-06-13 13:00:00,Mobile,Referral
303,666,2023-06-13 14:00:00,Desktop,Google Ads
304,339,2023-06-13 15:00:00,Mobile,Email
305,527,2023-06-13 16:00:00,Desktop,Referral
306,421,2023-06-13 17:00:00,Mobile,Meta Ads
307,619,2023-06-13 18:00:00,Mobile,Google Ads
308,771,2023-06-13 19:00:00,Desktop,Google Ads
309,749,2023-06-13 20:00:00,Mobile,Meta Ads
310,806,2023-06-13 21:00:00,Desktop,Meta Ads
311,1046,2023-06-13 22:00:00,Tablet,Meta Ads
312,638,2023-06-13 23:00:00,Mobile,Google Ads
313,1439,2023-06-14 00:00:00,Mobile,Google Ads
314,709,2023-06-14 01:00:00,Mobile,Google Ads
315,1263,2023-06-14 02:00:00,Mobile,Referral
316,914,2023-06-14 03:00:00,Mobile,Meta Ads
317,1056,2023-06-14 04:00:00,Desktop,Referral
318,814,2023-06-14 05:00:00,Mobile,Meta Ads
319,1470,2023-06-14 06:00:00,Mobile,Email
320,83,2023-06-14 07:00:00,Desktop,Email
321,745,2023-06-14 08:00:00,Mobile,Referral
322,1324,2023-06-14 09:00:00,Mobile,Referral
323,206,2023-06-14 10:00:00,Desktop,Google Ads
324,1087,2023-06-14 11:00:00,Mobile,Organic
325,370,2023-06-14 12:00:00,Mobile,Email
326,690,2023-06-14 13:00:00,Mobile,Email
327,1146,2023-06-14 14:00:00,Tablet,Referral
328,1204,2023-06-14 15:00:00,Mobile,Referral
329,663,2023-06-14 16:00:00,Mobile,Email
330,1060,2023-06-14 17:00:00,Desktop,Meta Ads
331,70,2023-06-14 18:00:00,Desktop,Meta Ads
332,1391,2023-06-14 19:00:00,Mobile,Organic
333,664,2023-06-14 20:00:00,Mobile,Organic
334,203,2023-06-14 21:00:00,Mobile,Email
335,1006,2023-06-14 22:00:00,Desktop,Referral
336,307,2023-06-14 23:00:00,Mobile,Organic
337,705,2023-06-15 00:00:00,Desktop,Meta Ads
338,1163,2023-06-15 01:00:00,Mobile,Google Ads
339,1385,2023-06-15 02:00:00,Mobile,Referral
340,389,2023-06-15 03:00:00,Mobile,Email
341,274,2023-06-15 04:00:00,Mobile,Meta Ads
342,1121,2023-06-15 05:00:00,Desktop,Organic
343,1012,2023-06-15 06:00:00,Desktop,Referral
344,1326,2023-06-15 07:00:00,Mobile,Referral
345,1487,2023-06-15 08:00:00,Mobile,Referral
346,669,2023-06-15 09:00:00,Mobile,Email
347,357,2023-06-15 10:00:00,Desktop,Organic
348,658,2023-06-15 11:00:00,Mobile,Referral
349,45,2023-06-15 12:00:00,Desktop,Meta Ads
350,194,2023-06-15 13:00:00,Desktop,Email
351,1296,2023-06-15 14:00:00,Mobile,Email
352,831,2023-06-15 15:00:00,Tablet,Referral
353,1425,2023-06-15 16:00:00,Mobile,Google Ads
354,872,2023-06-15 17:00:00,Desktop,Meta Ads
355,912,2023-06-15 18:00:00,Tablet,Email
356,1379,2023-06-15 19:00:00,Mobile,Organic
357,847,2023-06-15 20:00:00,Mobile,Google Ads
358,832,2023-06-15 21:00:00,Mobile,Organic
359,1039,2023-06-15 22:00:00,Mobile,Meta Ads
360,1394,2023-06-15 23:00:00,Mobile,Referral
361,620,2023-06-16 00:00:00,Mobile,Email
362,908,2023-06-16 01:00:00,Desktop,Organic
363,1426,2023-06-16 02:00:00,Desktop,Email
364,1125,2023-06-16 03:00:00,Mobile,Email
365,132,2023-06-16 04:00:00,Mobile,Email
366,1448,2023-06-16 05:00:00,Desktop,Meta Ads
367,171,2023-06-16 06:00:00,Mobile,Email
368,715,2023-06-16 07:00:00,Desktop,Organic
369,557,2023-06-16 08:00:00,Desktop,Email
370,136,2023-06-16 09:00:00,Mobile,Email
371,417,2023-06-16 10:00:00,Mobile,Email
372,1449,2023-06-16 11:00:00,Desktop,Organic
373,886,2023-06-16 12:00:00,Mobile,Meta Ads
374,324,2023-06-16 13:00:00,Desktop,Google Ads
375,124,2023-06-16 14:00:00,Mobile,Organic
376,16,2023-06-16 15:00:00,Mobile,Google Ads
377,88,2023-06-16 16:00:00,Desktop,Meta Ads
378,650,2023-06-16 17:00:00,Mobile,Organic
379,994,2023-06-16 18:00:00,Desktop,Referral
380,1101,2023-06-16 19:00:00,Desktop,Email
381,1260,2023-06-16 20:00:00,Mobile,Email
382,379,2023-06-16 21:00:00,Desktop,Referral
383,117,2023-06-16 22:00:00,Mobile,Meta Ads
384,1301,2023-06-16 23:00:00,Desktop,Referral
385,276,2023-06-17 00:00:00,Mobile,Email
386,1455,2023-06-17 01:00:00,Mobile,Meta Ads
387,840,2023-06-17 02:00:00,Desktop,Email
388,510,2023-06-17 03:00:00,Desktop,Google Ads
389,1389,2023-06-17 04:00:00,Mobile,Email
390,304,2023-06-17 05:00:00,Mobile,Email
391,929,2023-06-17 06:00:00,Desktop,Referral
392,792,2023-06-17 07:00:00,Mobile,Organic
393,39,2023-06-17 08:00:00,Desktop,Meta Ads
394,103,2023-06-17 09:00:00,Mobile,Google Ads
395,1405,2023-06-17 10:00:00,Desktop,Email
396,942,2023-06-17 11:00:00,Mobile,Organic
397,285,2023-06-17 12:00:00,Mobile,Google Ads
398,119,2023-06-17 13:00:00,Desktop,Referral
399,599,2023-06-17 14:00:00,Mobile,Google Ads
400,1090,2023-06-17 15:00:00,Desktop,Referral
401,465,2023-06-17 16:00:00,Desktop,Email
402,8,2023-06-17 17:00:00,Desktop,Referral
403,1394,2023-06-17 18:00:00,Mobile,Meta Ads
404,334,2023-06-17 19:00:00,Mobile,Meta Ads
405,352,2023-06-17 20:00:00,Mobile,Meta Ads
406,856,2023-06-17 21:00:00,Mobile,Referral
407,266,2023-06-17 22:00:00,Desktop,Google Ads
408,469,2023-06-17 23:00:00,Desktop,Referral
409,150,2023-06-18 00:00:00,Desktop,Google Ads
410,1188,2023-06-18 01:00:00,Desktop,Organic
411,1325,2023-06-18 02:00:00,Mobile,Email
412,960,2023-06-18 03:00:00,Desktop,Google Ads
413,750,2023-06-18 04:00:00,Desktop,Referral
414,1089,2023-06-18 05:00:00,Mobile,Google Ads
415,227,2023-06-18 06:00:00,Mobile,Email
416,586,2023-06-18 07:00:00,Desktop,Meta Ads
417,1189,2023-06-18 08:00:00,Mobile,Referral
418,46,2023-06-18 09:00:00,Mobile,Referral
419,1210,2023-06-18 10:00:00,Mobile,Referral
420,1144,2023-06-18 11:00:00,Desktop,Google Ads
421,152,2023-06-18 12:00:00,Mobile,Email
422,1304,2023-06-18 13:00:00,Desktop,Meta Ads
423,1392,2023-06-18 14:00:00,Tablet,Organic
424,180,2023-06-18 15:00:00,Mobile,Organic
425,1115,2023-06-18 16:00:00,Mobile,Organic
426,1141,2023-06-18 17:00:00,Mobile,Google Ads
427,818,2023-06-18 18:00:00,Mobile,Meta Ads
428,1414,2023-06-18 19:00:00,Desktop,Email
429,1482,2023-06-18 20:00:00,Mobile,Referral
430,583,2023-06-18 21:00:00,Desktop,Organic
431,517,2023-06-18 22:00:00,Desktop,Referral
432,531,2023-06-18 23:00:00,Mobile,Referral
433,701,2023-06-19 00:00:00,Mobile,Organic
434,429,2023-06-19 01:00:00,Mobile,Google Ads
435,1440,2023-06-19 02:00:00,Mobile,Google Ads
436,878,2023-06-19 03:00:00,Desktop,Organic
437,1163,2023-06-19 04:00:00,Mobile,Referral
438,757,2023-06-19 05:00:00,Desktop,Email
439,1215,2023-06-19 06:00:00,Mobile,Referral
440,1122,2023-06-19 07:00:00,Mobile,Email
441,490,2023-06-19 08:00:00,Desktop,Meta Ads
442,1233,2023-06-19 09:00:00,Mobile,Referral
443,1022,2023-06-19 10:00:00,Desktop,Meta Ads
444,400,2023-06-19 11:00:00,Mobile,Meta Ads
445,580,2023-06-19 12:00:00,Desktop,Organic
446,148,2023-06-19 13:00:00,Desktop,Organic
447,1307,2023-06-19 14:00:00,Mobile,Organic
448,76,2023-06-19 15:00:00,Mobile,Meta Ads
449,161,2023-06-19 16:00:00,Desktop,Google Ads
450,950,2023-06-19 17:00:00,Desktop,Google Ads
451,957,2023-06-19 18:00:00,Desktop,Referral
452,82,2023-06-19 19:00:00,Mobile,Meta Ads
453,641,2023-06-19 20:00:00,Mobile,Google Ads
454,63,2023-06-19 21:00:00,Desktop,Google Ads
455,1459,2023-06-19 22:00:00,Mobile,Referral
456,1049,2023-06-19 23:00:00,Desktop,Organic
457,1376,2023-06-20 00:00:00,Mobile,Referral
458,592,2023-06-20 01:00:00,Desktop,Referral
459,1132,2023-06-20 02:00:00,Mobile,Referral
460,800,2023-06-20 03:00:00,Desktop,Organic
461,673,2023-06-20 04:00:00,Desktop,Meta Ads
462,710,2023-06-20 05:00:00,Desktop,Email
463,864,2023-06-20 06:00:00,Tablet,Email
464,1223,2023-06-20 07:00:00,Desktop,Referral
465,421,2023-06-20 08:00:00,Mobile,Referral
466,88,2023-06-20 09:00:00,Mobile,Referral
467,340,2023-06-20 10:00:00,Mobile,Referral
468,1176,2023-06-20 11:00:00,Desktop,Email
469,1058,2023-06-20 12:00:00,Mobile,Referral
470,1467,2023-06-20 13:00:00,Desktop,Google Ads
471,411,2023-06-20 14:00:00,Mobile,Meta Ads
472,1304,2023-06-20 15:00:00,Mobile,Organic
473,392,2023-06-20 16:00:00,Mobile,Referral
474,1186,2023-06-20 17:00:00,Mobile,Meta Ads
475,305,2023-06-20 18:00:00,Mobile,Email
476,480,2023-06-20 19:00:00,Mobile,Referral
477,593,2023-06-20 20:00:00,Mobile,Google Ads
478,197,2023-06-20 21:00:00,Mobile,Referral
479,480,2023-06-20 22:00:00,Mobile,Meta Ads
480,1485,2023-06-20 23:00:00,Mobile,Meta Ads
481,913,2023-06-21 00:00:00,Mobile,Email
482,697,2023-06-21 01:00:00,Desktop,Google Ads
483,755,2023-06-21 02:00:00,Mobile,Meta Ads
484,1389,2023-06-21 03:00:00,Mobile,Referral
485,1105,2023-06-21 04:00:00,Desktop,Email
486,701,2023-06-21 05:00:00,Desktop,Meta Ads
487,365,2023-06-21 06:00:00,Mobile,Meta Ads
488,1349,2023-06-21 07:00:00,Mobile,Organic
489,1178,2023-06-21 08:00:00,Mobile,Referral
490,501,2023-06-21 09:00:00,Mobile,Referral
491,992,2023-06-21 10:00:00,Mobile,Google Ads
492,189,2023-06-21 11:00:00,Mobile,Referral
493,1423,2023-06-21 12:00:00,Mobile,Meta Ads
494,1394,2023-06-21 13:00:00,Mobile,Google Ads
495,504,2023-06-21 14:00:00,Mobile,Organic
496,125,2023-06-21 15:00:00,Mobile,Referral
497,21,2023-06-21 16:00:00,Mobile,Meta Ads
498,1116,2023-06-21 17:00:00,Mobile,Referral
499,891,2023-06-21 18:00:00,Desktop,Organic
500,1098,2023-06-21 19:00:00,Desktop,Email
501,1319,2023-06-21 20:00:00,Mobile,Email
502,870,2023-06-21 21:00:00,Mobile,Referral
503,103,2023-06-21 22:00:00,Mobile,Referral
504,425,2023-06-21 23:00:00,Mobile,Email
505,1268,2023-06-22 00:00:00,Mobile,Google Ads
506,276,2023-06-22 01:00:00,Mobile,Google Ads
507,56,2023-06-22 02:00:00,Mobile,Email
508,219,2023-06-22 03:00:00,Mobile,Email
509,502,2023-06-22 04:00:00,Desktop,Google Ads
510,1207,2023-06-22 05:00:00,Mobile,Organic
511,767,2023-06-22 06:00:00,Mobile,Organic
512,679,2023-06-22 07:00:00,Desktop,Email
513,958,2023-06-22 08:00:00,Mobile,Email
514,1370,2023-06-22 09:00:00,Mobile,Referral
515,1485,2023-06-22 10:00:00,Desktop,Referral
