cart_event_id,session_id,product_id,event_time,action
108,725,63,2023-06-03 05:30:00,add_to_cart
109,2797,58,2023-06-03 06:00:00,view
110,1151,78,2023-06-03 06:30:00,add_to_cart
111,53,5,2023-06-03 07:00:00,add_to_cart
112,4622,70,2023-06-03 07:30:00,add_to_cart
113,2418,12,2023-06-03 08:00:00,view
114,4283,72,2023-06-03 08:30:00,view
115,547,55,2023-06-03 09:00:00,add_to_cart
116,4795,11,2023-06-03 09:30:00,add_to_cart
117,1408,63,2023-06-03 10:00:00,add_to_cart
118,3762,50,2023-06-03 10:30:00,add_to_cart
119,4352,74,2023-06-03 11:00:00,add_to_cart
120,1446,7,2023-06-03 11:30:00,add_to_cart
121,336,15,2023-06-03 12:00:00,view
122,1455,77,2023-06-03 12:30:00,add_to_cart
123,2167,75,2023-06-03 13:00:00,add_to_cart
124,2237,52,2023-06-03 13:30:00,view
125,2017,57,2023-06-03 14:00:00,view
126,88,26,2023-06-03 14:30:00,add_to_cart
127,2364,33,2023-06-03 15:00:00,add_to_cart
128,3530,52,2023-06-03 15:30:00,view
129,2877,40,2023-06-03 16:00:00,add_to_cart
130,4185,19,2023-06-03 16:30:00,view
131,4364,56,2023-06-03 17:00:00,view
132,1615,52,2023-06-03 17:30:00,add_to_cart
133,4609,1,2023-06-03 18:00:00,add_to_cart
134,512,47,2023-06-03 18:30:00,add_to_cart
135,509,71,2023-06-03 19:00:00,view
136,3203,55,2023-06-03 19:30:00,add_to_cart
137,3558,67,2023-06-03 20:00:00,view
138,4059,50,2023-06-03 20:30:00,add_to_cart
139,3322,10,2023-06-03 21:00:00,view
140,1341,10,2023-06-03 21:30:00,add_to_cart
141,4909,78,2023-06-03 22:00:00,add_to_cart
142,2137,63,2023-06-03 22:30:00,view
143,4137,34,2023-06-03 23:00:00,add_to_cart
144,796,56,2023-06-03 23:30:00,add_to_cart
145,2352,75,2023-06-04 00:00:00,add_to_cart
146,802,57,2023-06-04 00:30:00,view
147,1948,55,2023-06-04 01:00:00,add_to_cart
148,4856,42,2023-06-04 01:30:00,add_to_cart
149,2062,42,2023-06-04 02:00:00,view
150,300,45,2023-06-04 02:30:00,view
151,4666,68,2023-06-04 03:00:00,add_to_cart
152,4501,45,2023-06-04 03:30:00,add_to_cart
153,630,58,2023-06-04 04:00:00,add_to_cart
154,2896,40,2023-06-04 04:30:00,add_to_cart
155,3231,59,2023-06-04 05:00:00,view
156,2977,25,2023-06-04 05:30:00,view
157,4638,46,2023-06-04 06:00:00,add_to_cart
158,4311,72,2023-06-04 06:30:00,view
159,4749,61,2023-06-04 07:00:00,view
160,2420,80,2023-06-04 07:30:00,view
161,2894,15,2023-06-04 08:00:00,view
162,4938,19,2023-06-04 08:30:00,add_to_cart
163,2371,21,2023-06-04 09:00:00,view
164,4603,70,2023-06-04 09:30:00,add_to_cart
165,2044,48,2023-06-04 10:00:00,add_to_cart
166,439,75,2023-06-04 10:30:00,view
167,4466,56,2023-06-04 11:00:00,view
168,3087,37,2023-06-04 11:30:00,add_to_cart
169,1096,14,2023-06-04 12:00:00,view
170,2629,67,2023-06-04 12:30:00,add_to_cart
171,1284,9,2023-06-04 13:00:00,view
172,4570,42,2023-06-04 13:30:00,view
173,3008,7,2023-06-04 14:00:00,view
174,2247,24,2023-06-04 14:30:00,add_to_cart
175,303,68,2023-06-04 15:00:00,add_to_cart
176,2951,79,2023-06-04 15:30:00,add_to_cart
177,3352,31,2023-06-04 16:00:00,view
178,2952,56,2023-06-04 16:30:00,view
179,1328,29,2023-06-04 17:00:00,view
180,3769,26,2023-06-04 17:30:00,view
181,769,33,2023-06-04 18:00:00,add_to_cart
182,2711,44,2023-06-04 18:30:00,view
183,4728,78,2023-06-04 19:00:00,add_to_cart
184,3485,62,2023-06-04 19:30:00,add_to_cart
185,1561,49,2023-06-04 20:00:00,add_to_cart
186,2731,48,2023-06-04 20:30:00,view
187,1267,15,2023-06-04 21:00:00,view
188,3613,19,2023-06-04 21:30:00,view
189,1293,50,2023-06-04 22:00:00,view
190,90,63,2023-06-04 22:30:00,view
191,1549,53,2023-06-04 23:00:00,view
192,2193,52,2023-06-04 23:30:00,add_to_cart
193,1814,57,2023-06-05 00:00:00,add_to_cart
194,3356,71,2023-06-05 00:30:00,add_to_cart
195,1126,70,2023-06-05 01:00:00,add_to_cart
196,3620,74,2023-06-05 01:30:00,view
197,3422,75,2023-06-05 02:00:00,add_to_cart
198,1558,3,2023-06-05 02:30:00,add_to_cart
199,4513,60,2023-06-05 03:00:00,add_to_cart
200,4258,50,2023-06-05 03:30:00,add_to_cart
201,136,50,2023-06-05 04:00:00,view
202,4436,52,2023-06-05 04:30:00,view
203,173,79,2023-06-05 05:00:00,view
204,690,48,2023-06-05 05:30:00,add_to_cart
205,2900,16,2023-06-05 06:00:00,view
206,2916,42,2023-06-05 06:30:00,view
207,2564,28,2023-06-05 07:00:00,view
208,3490,57,2023-06-05 07:30:00,view
209,852,68,2023-06-05 08:00:00,add_to_cart
210,1090,46,2023-06-05 08:30:00,add_to_cart
211,4323,22,2023-06-05 09:00:00,view
212,1607,23,2023-06-05 09:30:00,add_to_cart
213,3680,35,2023-06-05 10:00:00,add_to_cart
214,2408,45,2023-06-05 10:30:00,add_to_cart
215,4371,15,2023-06-05 11:00:00,view
216,978,52,2023-06-05 11:30:00,add_to_cart
217,3772,62,2023-06-05 12:00:00,view
218,4630,61,2023-06-05 12:30:00,add_to_cart
219,337,28,2023-06-05 13:00:00,view
220,248,72,2023-06-05 13:30:00,view
221,989,51,2023-06-05 14:00:00,view
222,4320,42,2023-06-05 14:30:00,add_to_cart
223,844,40,2023-06-05 15:00:00,view
224,953,22,2023-06-05 15:30:00,view
225,4333,67,2023-06-05 16:00:00,view
226,1841,21,2023-06-05 16:30:00,view
227,3636,79,2023-06-05 17:00:00,add_to_cart
228,3121,77,2023-06-05 17:30:00,view
229,796,3,2023-06-05 18:00:00,view
230,4913,10,2023-06-05 18:30:00,add_to_cart
231,3167,9,2023-06-05 19:00:00,add_to_cart
232,3745,20,2023-06-05 19:30:00,view
233,4208,29,2023-06-05 20:00:00,view
234,1745,44,2023-06-05 20:30:00,add_to_cart
235,2106,15,2023-06-05 21:00:00,add_to_cart
236,433,31,2023-06-05 21:30:00,view
237,104,77,2023-06-05 22:00:00,add_to_cart
238,4620,77,2023-06-05 22:30:00,view
239,3241,25,2023-06-05 23:00:00,view
240,1092,3,2023-06-05 23:30:00,add_to_cart
241,4689,36,2023-06-06 00:00:00,add_to_cart
242,323,54,2023-06-06 00:30:00,add_to_cart
243,4564,59,2023-06-06 01:00:00,add_to_cart
244,2086,1,2023-06-06 01:30:00,view
245,1868,4,2023-06-06 02:00:00,view
246,4569,8,2023-06-06 02:30:00,view
247,3494,17,2023-06-06 03:00:00,add_to_cart
248,3244,19,2023-06-06 03:30:00,add_to_cart
249,454,47,2023-06-06 04:00:00,view
250,4113,23,2023-06-06 04:30:00,view
251,3166,1,2023-06-06 05:00:00,view
252,1868,40,2023-06-06 05:30:00,add_to_cart
253,804,60,2023-06-06 06:00:00,view
254,449,66,2023-06-06 06:30:00,view
255,2957,79,2023-06-06 07:00:00,view
256,1962,67,2023-06-06 07:30:00,view
257,1083,16,2023-06-06 08:00:00,add_to_cart
258,4157,49,2023-06-06 08:30:00,add_to_cart
259,408,48,2023-06-06 09:00:00,add_to_cart
260,1598,1,2023-06-06 09:30:00,add_to_cart
261,376,72,2023-06-06 10:00:00,view
262,4775,61,2023-06-06 10:30:00,view
263,4685,74,2023-06-06 11:00:00,view
264,1781,56,2023-06-06 11:30:00,add_to_cart
265,4273,6,2023-06-06 12:00:00,view
266,1433,29,2023-06-06 12:30:00,view
267,1772,66,2023-06-06 13:00:00,add_to_cart
268,4200,2,2023-06-06 13:30:00,view
269,2103,13,2023-06-06 14:00:00,view
270,4632,28,2023-06-06 14:30:00,view
271,4006,42,2023-06-06 15:00:00,add_to_cart
272,4848,6,2023-06-06 15:30:00,view
273,366,10,2023-06-06 16:00:00,view
274,2948,57,2023-06-06 16:30:00,add_to_cart
275,3190,16,2023-06-06 17:00:00,add_to_cart
276,2658,4,2023-06-06 17:30:00,view
277,3885,31,2023-06-06 18:00:00,view
278,2044,13,2023-06-06 18:30:00,view
279,2282,9,2023-06-06 19:00:00,view
280,140,24,2023-06-06 19:30:00,view
281,4794,32,2023-06-06 20:00:00,add_to_cart
282,924,43,2023-06-06 20:30:00,view
283,3069,41,2023-06-06 21:00:00,add_to_cart
284,4783,60,2023-06-06 21:30:00,add_to_cart
285,1323,44,2023-06-06 22:00:00,add_to_cart
286,3014,11,2023-06-06 22:30:00,add_to_cart
287,3454,76,2023-06-06 23:00:00,add_to_cart
288,4004,50,2023-06-06 23:30:00,add_to_cart
289,2918,40,2023-06-07 00:00:00,add_to_cart
290,3681,71,2023-06-07 00:30:00,view
291,2157,60,2023-06-07 01:00:00,view
292,2625,50,2023-06-07 01:30:00,add_to_cart
293,3223,40,2023-06-07 02:00:00,add_to_cart
294,2756,41,2023-06-07 02:30:00,view
295,3097,50,2023-06-07 03:00:00,view
296,4188,37,2023-06-07 03:30:00,add_to_cart
297,2251,46,2023-06-07 04:00:00,add_to_cart
298,1892,36,2023-06-07 04:30:00,add_to_cart
299,4605,39,2023-06-07 05:00:00,add_to_cart
300,2735,46,2023-06-07 05:30:00,add_to_cart
301,2161,30,2023-06-07 06:00:00,add_to_cart
302,2600,70,2023-06-07 06:30:00,view
303,1685,53,2023-06-07 07:00:00,view
304,1510,13,2023-06-07 07:30:00,view
305,1486,3,2023-06-07 08:00:00,add_to_cart
306,556,79,2023-06-07 08:30:00,add_to_cart
307,4235,39,2023-06-07 09:00:00,add_to_cart
308,4903,13,2023-06-07 09:30:00,add_to_cart
309,1576,40,2023-06-07 10:00:00,view
310,3621,20,2023-06-07 10:30:00,add_to_cart
311,2224,15,2023-06-07 11:00:00,add_to_cart
312,2546,28,2023-06-07 11:30:00,add_to_cart
313,4788,63,2023-06-07 12:00:00,view
314,316,53,2023-06-07 12:30:00,add_to_cart
315,1220,2,2023-06-07 13:00:00,add_to_cart
316,3286,22,2023-06-07 13:30:00,view
317,1651,33,2023-06-07 14:00:00,view
318,819,42,2023-06-07 14:30:00,add_to_cart
319,3351,27,2023-06-07 15:00:00,view
320,2870,27,2023-06-07 15:30:00,add_to_cart
321,718,35,2023-06-07 16:00:00,add_to_cart
322,3687,44,2023-06-07 16:30:00,add_to_cart
323,2055,38,2023-06-07 17:00:00,view
324,2726,45,2023-06-07 17:30:00,view
325,2150,75,2023-06-07 18:00:00,view
326,3675,51,2023-06-07 18:30:00,view
327,3109,27,2023-06-07 19:00:00,add_to_cart
328,2958,45,2023-06-07 19:30:00,add_to_cart
329,183,32,2023-06-07 20:00:00,view
330,3768,7,2023-06-07 20:30:00,add_to_cart
331,4039,6,2023-06-07 21:00:00,add_to_cart
332,2350,55,2023-06-07 21:30:00,view
333,2779,23,2023-06-07 22:00:00,add_to_cart
334,3640,62,2023-06-07 22:30:00,view
335,3804,49,2023-06-07 23:00:00,add_to_cart
336,1930,11,2023-06-07 23:30:00,add_to_cart
337,2268,27,2023-06-08 00:00:00,view
338,2515,43,2023-06-08 00:30:00,view
339,2619,30,2023-06-08 01:00:00,add_to_cart
340,905,7,2023-06-08 01:30:00,add_to_cart
341,1900,80,2023-06-08 02:00:00,add_to_cart
342,1096,13,2023-06-08 02:30:00,add_to_cart
343,4322,20,2023-06-08 03:00:00,add_to_cart
344,1570,58,2023-06-08 03:30:00,add_to_cart
345,3799,20,2023-06-08 04:00:00,add_to_cart
346,2691,63,2023-06-08 04:30:00,add_to_cart
347,428,22,2023-06-08 05:00:00,add_to_cart
348,300,53,2023-06-08 05:30:00,view
349,1663,27,2023-06-08 06:00:00,view
350,2699,41,2023-06-08 06:30:00,view
351,4839,78,2023-06-08 07:00:00,view
352,3002,48,2023-06-08 07:30:00,add_to_cart
353,2677,62,2023-06-08 08:00:00,add_to_cart
354,2167,53,2023-06-08 08:30:00,view
355,4827,9,2023-06-08 09:00:00,add_to_cart
356,4913,69,2023-06-08 09:30:00,view
357,488,2,2023-06-08 10:00:00,view
358,1209,4,2023-06-08 10:30:00,add_to_cart
359,1341,67,2023-06-08 11:00:00,view
360,2831,10,2023-06-08 11:30:00,add_to_cart
361,1252,30,2023-06-08 12:00:00,add_to_cart
362,4675,68,2023-06-08 12:30:00,add_to_cart
363,1865,54,2023-06-08 13:00:00,view
364,2253,56,2023-06-08 13:30:00,add_to_cart
365,3964,50,2023-06-08 14:00:00,add_to_cart
366,4578,48,2023-06-08 14:30:00,view
367,1136,33,2023-06-08 15:00:00,add_to_cart
368,925,42,2023-06-08 15:30:00,add_to_cart
369,3950,74,2023-06-08 16:00:00,add_to_cart
370,1828,44,2023-06-08 16:30:00,view
371,3009,69,2023-06-08 17:00:00,add_to_cart
372,3765,56,2023-06-08 17:30:00,view
373,1153,6,2023-06-08 18:00:00,view
374,3232,76,2023-06-08 18:30:00,add_to_cart
375,4769,25,2023-06-08 19:00:00,view
376,5000,80,2023-06-08 19:30:00,add_to_cart
377,4587,4,2023-06-08 20:00:00,add_to_cart
378,129,46,2023-06-08 20:30:00,add_to_cart
379,1747,65,2023-06-08 21:00:00,add_to_cart
380,780,56,2023-06-08 21:30:00,view
381,4375,67,2023-06-08 22:00:00,add_to_cart
382,540,77,2023-06-08 22:30:00,view
383,1040,28,2023-06-08 23:00:00,view
384,4556,40,2023-06-08 23:30:00,add_to_cart
385,4344,38,2023-06-09 00:00:00,add_to_cart
386,3745,16,2023-06-09 00:30:00,view
387,3613,47,2023-06-09 01:00:00,view
388,464,38,2023-06-09 01:30:00,add_to_cart
389,3406,9,2023-06-09 02:00:00,add_to_cart
390,2282,41,2023-06-09 02:30:00,add_to_cart
391,4924,59,2023-06-09 03:00:00,add_to_cart
392,2679,1,2023-06-09 03:30:00,view
393,4575,20,2023-06-09 04:00:00,view
394,3475,45,2023-06-09 04:30:00,add_to_cart
395,38,54,2023-06-09 05:00:00,add_to_cart
396,592,31,2023-06-09 05:30:00,view
397,3478,67,2023-06-09 06:00:00,add_to_cart
398,2580,68,2023-06-09 06:30:00,view
399,801,4,2023-06-09 07:00:00,view
400,4539,53,2023-06-09 07:30:00,view
401,4510,55,2023-06-09 08:00:00,add_to_cart
402,1051,18,2023-06-09 08:30:00,view
403,3696,11,2023-06-09 09:00:00,view
404,4230,39,2023-06-09 09:30:00,view
405,3487,77,2023-06-09 10:00:00,add_to_cart
406,3285,61,2023-06-09 10:30:00,add_to_cart
407,3638,68,2023-06-09 11:00:00,add_to_cart
408,3174,74,2023-06-09 11:30:00,add_to_cart
409,1551,27,2023-06-09 12:00:00,view
410,1693,1,2023-06-09 12:30:00,view
411,2989,42,2023-06-09 13:00:00,add_to_cart
412,187,28,2023-06-09 13:30:00,view
413,1233,29,2023-06-09 14:00:00,add_to_cart
414,3131,28,2023-06-09 14:30:00,view
415,3598,7,2023-06-09 15:00:00,add_to_cart
416,2471,4,2023-06-09 15:30:00,view
417,2071,36,2023-06-09 16:00:00,add_to_cart
418,1315,22,2023-06-09 16:30:00,view
419,1090,49,2023-06-09 17:00:00,add_to_cart
420,3908,56,2023-06-09 17:30:00,add_to_cart
421,701,62,2023-06-09 18:00:00,view
422,3450,17,2023-06-09 18:30:00,view
423,801,75,2023-06-09 19:00:00,add_to_cart
424,3096,54,2023-06-09 19:30:00,view
425,2465,78,2023-06-09 20:00:00,add_to_cart
426,2944,62,2023-06-09 20:30:00,add_to_cart
427,1553,57,2023-06-09 21:00:00,add_to_cart
428,1743,10,2023-06-09 21:30:00,view
429,2911,48,2023-06-09 22:00:00,add_to_cart
430,2351,55,2023-06-09 22:30:00,add_to_cart
431,4388,41,2023-06-09 23:00:00,view
432,4341,3,2023-06-09 23:30:00,add_to_cart
433,4063,14,2023-06-10 00:00:00,add_to_cart
434,1275,10,2023-06-10 00:30:00,view
435,505,41,2023-06-10 01:00:00,view
436,989,64,2023-06-10 01:30:00,add_to_cart
437,309,25,2023-06-10 02:00:00,add_to_cart
438,2256,26,2023-06-10 02:30:00,view
439,3291,38,2023-06-10 03:00:00,view
440,707,39,2023-06-10 03:30:00,add_to_cart
441,2841,72,2023-06-10 04:00:00,view
442,36,38,2023-06-10 04:30:00,add_to_cart
443,3589,16,2023-06-10 05:00:00,view
444,4241,44,2023-06-10 05:30:00,view
445,1246,23,2023-06-10 06:00:00,add_to_cart
446,3965,55,2023-06-10 06:30:00,add_to_cart
447,3174,34,2023-06-10 07:00:00,add_to_cart
448,3596,10,2023-06-10 07:30:00,add_to_cart
449,1234,63,2023-06-10 08:00:00,view
450,4806,43,2023-06-10 08:30:00,view
451,107,23,2023-06-10 09:00:00,add_to_cart
452,1200,28,2023-06-10 09:30:00,add_to_cart
453,3759,80,2023-06-10 10:00:00,add_to_cart
454,883,72,2023-06-10 10:30:00,view
455,139,80,2023-06-10 11:00:00,view
456,1311,30,2023-06-10 11:30:00,add_to_cart
457,3364,64,2023-06-10 12:00:00,add_to_cart
458,3422,68,2023-06-10 12:30:00,add_to_cart
459,3749,28,2023-06-10 13:00:00,add_to_cart
460,3251,60,2023-06-10 13:30:00,add_to_cart
461,4923,23,2023-06-10 14:00:00,add_to_cart
462,4206,35,2023-06-10 14:30:00,add_to_cart
463,409,59,2023-06-10 15:00:00,add_to_cart
464,1166,55,2023-06-10 15:30:00,add_to_cart
465,1041,65,2023-06-10 16:00:00,view
466,3684,63,2023-06-10 16:30:00,view
467,234,40,2023-06-10 17:00:00,add_to_cart
468,3797,21,2023-06-10 17:30:00,view
469,3244,14,2023-06-10 18:00:00,add_to_cart
470,509,48,2023-06-10 18:30:00,view
471,3961,16,2023-06-10 19:00:00,view
472,4889,27,2023-06-10 19:30:00,add_to_cart
473,687,50,2023-06-10 20:00:00,add_to_cart
474,1798,67,2023-06-10 20:30:00,add_to_cart
475,4008,39,2023-06-10 21:00:00,view
476,3637,22,2023-06-10 21:30:00,add_to_cart
477,164,68,2023-06-10 22:00:00,view
478,1232,12,2023-06-10 22:30:00,add_to_cart
479,1460,24,2023-06-10 23:00:00,view
480,1265,67,2023-06-10 23:30:00,add_to_cart
481,2935,18,2023-06-11 00:00:00,view
482,1072,11,2023-06-11 00:30:00,add_to_cart
483,1535,41,2023-06-11 01:00:00,add_to_cart
484,3713,62,2023-06-11 01:30:00,add_to_cart
485,1945,55,2023-06-11 02:00:00,add_to_cart
486,3545,8,2023-06-11 02:30:00,view
487,209,64,2023-06-11 03:00:00,add_to_cart
488,506,27,2023-06-11 03:30:00,view
489,2570,10,2023-06-11 04:00:00,add_to_cart
490,2056,22,2023-06-11 04:30:00,add_to_cart
491,1823,77,2023-06-11 05:00:00,add_to_cart
492,1380,5,2023-06-11 05:30:00,add_to_cart
493,1756,24,2023-06-11 06:00:00,view
494,4541,42,2023-06-11 06:30:00,add_to_cart
495,1204,77,2023-06-11 07:00:00,view
496,1539,32,2023-06-11 07:30:00,add_to_cart
497,723,71,2023-06-11 08:00:00,add_to_cart
498,4135,42,2023-06-11 08:30:00,add_to_cart
499,2075,20,2023-06-11 09:00:00,add_to_cart
500,2020,61,2023-06-11 09:30:00,view
501,1303,72,2023-06-11 10:00:00,view
502,1919,27,2023-06-11 10:30:00,add_to_cart
503,211,11,2023-06-11 11:00:00,view
504,2435,12,2023-06-11 11:30:00,add_to_cart
505,3198,23,2023-06-11 12:00:00,add_to_cart
506,1948,78,2023-06-11 12:30:00,add_to_cart
507,77,68,2023-06-11 13:00:00,add_to_cart
508,3929,11,2023-06-11 13:30:00,add_to_cart
509,4186,37,2023-06-11 14:00:00,add_to_cart
510,3035,30,2023-06-11 14:30:00,view
511,2591,20,2023-06-11 15:00:00,add_to_cart
512,4926,80,2023-06-11 15:30:00,add_to_cart
513,1149,2,2023-06-11 16:00:00,view
514,1911,72,2023-06-11 16:30:00,view
515,4704,79,2023-06-11 17:00:00,view
516,4052,8,2023-06-11 17:30:00,add_to_cart
517,299,70,2023-06-11 18:00:00,view
518,3000,6,2023-06-11 18:30:00,view
519,813,52,2023-06-11 19:00:00,add_to_cart
520,1274,74,2023-06-11 19:30:00,add_to_cart
521,4908,49,2023-06-11 20:00:00,view
522,4186,27,2023-06-11 20:30:00,view
523,3236,15,2023-06-11 21:00:00,view
524,4315,10,2023-06-11 21:30:00,add_to_cart
525,3617,70,2023-06-11 22:00:00,view
526,2984,40,2023-06-11 22:30:00,add_to_cart
527,2982,2,2023-06-11 23:00:00,view
528,3930,9,2023-06-11 23:30:00,view
529,2557,40,2023-06-12 00:00:00,add_to_cart
530,478,51,2023-06-12 00:30:00,add_to_cart
531,3684,66,2023-06-12 01:00:00,add_to_cart
532,3336,16,2023-06-12 01:30:00,view
533,2830,7,2023-06-12 02:00:00,view
534,4475,78,2023-06-12 02:30:00,view
535,1204,52,2023-06-12 03:00:00,add_to_cart
536,3716,17,2023-06-12 03:30:00,add_to_cart
537,4895,62,2023-06-12 04:00:00,view
538,3321,9,2023-06-12 04:30:00,view
539,3841,31,2023-06-12 05:00:00,add_to_cart
540,4317,20,2023-06-12 05:30:00,view
541,2678,18,2023-06-12 06:00:00,view
542,222,20,2023-06-12 06:30:00,view
543,2994,38,2023-06-12 07:00:00,view
544,3747,79,2023-06-12 07:30:00,view
545,3487,2,2023-06-12 08:00:00,add_to_cart
546,1284,60,2023-06-12 08:30:00,view
547,2787,12,2023-06-12 09:00:00,add_to_cart
548,1034,74,2023-06-12 09:30:00,view
549,4007,56,2023-06-12 10:00:00,add_to_cart
550,840,4,2023-06-12 10:30:00,view
551,3519,64,2023-06-12 11:00:00,add_to_cart
552,1081,39,2023-06-12 11:30:00,add_to_cart
553,676,61,2023-06-12 12:00:00,add_to_cart
554,405,72,2023-06-12 12:30:00,add_to_cart
555,2060,37,2023-06-12 13:00:00,view
556,1398,6,2023-06-12 13:30:00,view
557,1405,27,2023-06-12 14:00:00,add_to_cart
558,1067,43,2023-06-12 14:30:00,view
559,4649,49,2023-06-12 15:00:00,add_to_cart
560,1831,75,2023-06-12 15:30:00,add_to_cart
561,3087,15,2023-06-12 16:00:00,add_to_cart
562,4231,5,2023-06-12 16:30:00,add_to_cart
563,575,62,2023-06-12 17:00:00,view
564,3423,5,2023-06-12 17:30:00,add_to_cart
565,2395,6,2023-06-12 18:00:00,add_to_cart
566,255,47,2023-06-12 18:30:00,add_to_cart
567,4197,32,2023-06-12 19:00:00,add_to_cart
568,1797,7,2023-06-12 19:30:00,view
569,4128,26,2023-06-12 20:00:00,view
570,3655,34,2023-06-12 20:30:00,add_to_cart
